sample_idx,marginal_diff
1,-0.010473251342773438
2,0.004644155502319336
3,-0.005559444427490234
4,-0.006657123565673828
5,-0.011989355087280273
6,-0.1120753288269043
7,-0.032120466232299805
8,-0.022979259490966797
9,-0.06835055351257324
10,-0.03940463066101074
11,0.0006558895111083984
12,0.008657217025756836
13,-0.0644686222076416
14,-0.2431778907775879
15,-0.20058393478393555
16,-0.0005130767822265625
17,-0.06436896324157715
18,-0.06310582160949707
19,-0.03251290321350098
20,-0.14552617073059082
21,-0.14354562759399414
22,-0.07457160949707031
23,-0.06856822967529297
24,-0.012121438980102539
25,-0.18075776100158691
26,-0.009065389633178711
27,-0.10699868202209473
28,-0.036298513412475586
29,-0.009053945541381836
30,-0.01061868667602539
31,-0.09215235710144043
32,-0.006567239761352539
33,-0.19168710708618164
34,-0.07307672500610352
35,-0.0022563934326171875
36,-0.20801115036010742
37,-0.22951149940490723
38,-0.244124174118042
39,-0.010248661041259766
40,-0.021564960479736328
41,0.004174709320068359
42,0.0068988800048828125
43,-0.1937716007232666
44,-0.07492733001708984
45,-0.1177816390991211
46,-0.12079405784606934
47,-0.0030727386474609375
48,-0.0770728588104248
49,-0.031023025512695312
50,-0.07715654373168945
51,-0.14576959609985352
52,-0.018169879913330078
53,-0.21834516525268555
54,-0.04849433898925781
55,-0.1129457950592041
56,-0.04269552230834961
57,-0.040940046310424805
58,-0.06248211860656738
59,-0.007905721664428711
60,-0.1156151294708252
61,-0.007183074951171875
62,-0.002875089645385742
63,-0.018085002899169922
64,-0.041846275329589844
65,-0.11865973472595215
66,-0.00011658668518066406
67,-0.13650298118591309
68,-0.05430340766906738
69,-0.03255915641784668
70,-0.0008592605590820312
71,-0.04007840156555176
72,-0.0471959114074707
73,0.00016021728515625
74,-0.06566977500915527
75,-0.029012441635131836
76,-0.22431111335754395
77,-0.14551639556884766
78,-0.046446800231933594
79,-0.016462087631225586
80,-0.23931527137756348
81,-0.14056682586669922
82,-0.09111618995666504
83,-0.005223274230957031
84,-0.09734892845153809
85,-0.0018138885498046875
86,-0.05310630798339844
87,-0.03974175453186035
88,-0.11011242866516113
89,-0.22690415382385254
90,-0.0003476142883300781
91,-0.0021848678588867188
92,-0.007134675979614258
93,-0.18824028968811035
94,0.010257720947265625
95,-0.008965730667114258
96,-0.006353855133056641
97,-0.0512545108795166
98,-0.016739368438720703
99,-0.02648329734802246
100,0.0014717578887939453
