name,time
MNU,47.0014362970988
Cha,146.54635710318883
Multi,148.7320935090383
Net,148.29494267702103
SIM,42.99744393030802
SIMc,43.563326092561084
SIMG,43.09903130531311
SIMln,45.29112415711085
Tuebingen,325.35688362121584
AN,33.20014214515686
ANs,32.36448039611181
LS,30.736711247762045
LSs,31.20327698389689
