sample_idx,marginal_diff
1,0.26543426513671875
2,0.00473332405090332
3,0.16255402565002441
4,0.018581628799438477
5,0.10129451751708984
6,0.027227401733398438
7,-0.07455587387084961
8,0.314251184463501
9,0.038846492767333984
10,0.0614316463470459
11,0.006410121917724609
12,-0.03313422203063965
13,-0.294888973236084
14,-0.007292032241821289
15,-0.11600184440612793
16,0.2900974750518799
17,0.13059234619140625
18,0.07830476760864258
19,-0.17800498008728027
20,0.09378647804260254
21,0.0868217945098877
22,0.033899784088134766
23,0.17567849159240723
24,-0.009218454360961914
25,-0.07014155387878418
26,0.019987106323242188
27,0.07760310173034668
28,0.1827692985534668
29,-0.03524613380432129
30,-6.914138793945312e-05
31,0.09255146980285645
32,0.0044748783111572266
33,-0.1685497760772705
34,0.040262460708618164
35,0.017125606536865234
36,0.18005919456481934
37,-0.16953063011169434
38,-0.07881712913513184
39,-0.0461733341217041
40,-0.05332589149475098
41,0.2567627429962158
42,0.00450897216796875
43,-0.14144659042358398
44,-0.029795408248901367
45,-0.10917234420776367
46,0.10228896141052246
47,0.06554341316223145
48,-0.09801673889160156
49,0.025765180587768555
50,0.2266829013824463
51,0.1546192169189453
52,0.07489943504333496
53,-0.06968307495117188
54,-0.029894351959228516
55,0.21240520477294922
56,-0.07883620262145996
57,0.09166502952575684
58,0.04032325744628906
59,0.00855255126953125
60,0.02888774871826172
61,-0.08043837547302246
62,0.006554603576660156
63,0.03980517387390137
64,0.11622357368469238
65,0.044274091720581055
66,0.06539249420166016
67,0.033090829849243164
68,-0.1745760440826416
69,-0.02644062042236328
70,0.04817652702331543
71,-0.06501603126525879
72,-0.14161086082458496
73,-0.010878324508666992
74,-0.05138039588928223
75,0.02287602424621582
76,-0.049973487854003906
77,-0.01815629005432129
78,0.07597064971923828
79,0.04162096977233887
80,-0.08100414276123047
81,0.0235137939453125
82,-0.03805422782897949
83,-0.15307092666625977
84,0.001041412353515625
85,-0.028096914291381836
86,-0.010654211044311523
87,0.20832610130310059
88,0.014632225036621094
89,-0.054482460021972656
90,0.05110907554626465
91,0.17095088958740234
92,0.02992868423461914
93,0.06755900382995605
94,0.1463017463684082
95,-0.06848597526550293
96,0.06938052177429199
97,0.20969009399414062
98,0.11977148056030273
99,-0.07625055313110352
100,0.0022745132446289062
