name,time
MNU,35.6674661676089
Cha,129.1843333919843
Multi,130.13348993460338
Net,127.77360396385193
SIM,35.542417510350546
SIMc,35.664280943075816
SIMG,37.666780936717984
SIMln,34.778331677118935
Tuebingen,352.6454066634178
AN,34.62522734006246
ANs,34.869014684359236
LS,35.26939714749654
LSs,35.083381696542105
