sample_idx,marginal_diff
1,-11.387013814832017
2,-1.3514862015533708
3,-3.652775316218367
4,-28.04137166787723
5,-16.22326388093188
6,-196.51248473129044
7,-67.40120707064852
8,-6.314624278349129
9,-145.822545005032
10,-42.652821053395655
11,-4.179970615211232
12,-0.47782006433544666
13,-68.93543702394618
14,-334.1491765855553
15,-288.6613380555466
16,-5.518911144014055
17,-127.98895267176522
18,-71.59604534308278
19,-25.712464561220713
20,-191.25329913256337
21,-167.2036107886338
22,-62.20264834328873
23,-86.12468762789445
24,-10.953065946707738
25,-229.56124336704374
26,-9.47583006975492
27,-144.93612660239478
28,-50.874173788094595
29,-13.197227333100045
30,-13.951991848108946
31,-104.03887230110467
32,-4.91236252288445
33,-286.9167042739132
34,-79.2632991461619
35,-6.454938377373082
36,-268.3391510506135
37,-339.81744892242455
38,-323.6076658810964
39,-13.501855054919815
40,-23.823228928052004
41,-2.774237283767661
42,-4.2975248649468085
43,-349.7749754838451
44,-114.69269131035253
45,-209.04614589889798
46,-137.13465865007424
47,-21.672952511624544
48,-92.44543062681714
49,-57.715550428282995
50,-97.53570936994811
51,-187.2911006627296
52,-19.0046516856612
53,-304.6807284019196
54,-61.51246152500198
55,-125.90747263517869
56,-36.526415375064516
57,-41.861523423031485
58,-104.46177144684862
59,-7.415455203797819
60,-207.0583269875815
61,-24.327180776187788
62,-16.08726274815558
63,-11.50904326363343
64,-64.06056551673146
65,-183.12604535218043
66,4.792219618108675
67,-185.9191403985028
68,-80.55888523711906
69,-69.02623753282387
70,-10.123283384898969
71,-29.00850295262785
72,-72.27157226005124
73,-13.763980473421043
74,-107.6340678505635
75,-45.60931359763367
76,-294.81551526946214
77,-176.50674056989692
78,-50.79019935743963
79,-14.906302956919035
80,-338.54322068681995
81,-163.64555179325134
82,-117.57097468977236
83,-10.659841738955265
84,-151.79728608388405
85,0.8187574109374509
86,-84.46582292723906
87,-55.96597474532132
88,-158.8025667304571
89,-303.68729937866533
90,0.5513870942854737
91,-24.802577787609607
92,-0.5472245409348488
93,-267.14792249239304
94,-2.2904747810093795
95,-2.7408736394022526
96,-37.65603689013733
97,-69.60792969467684
98,-22.58688655399351
99,-40.24796805846495
100,-7.494272886863882
