sample_idx,marginal_diff
1,-0.05077385902404785
2,-0.020911455154418945
3,-0.023610591888427734
4,-0.04224967956542969
5,-0.015682458877563477
6,-0.02557229995727539
7,-0.001955747604370117
8,-0.02349567413330078
9,-0.035431623458862305
10,-0.048079729080200195
11,-0.024848461151123047
12,-0.02678370475769043
13,0.0009377002716064453
14,-0.0015459060668945312
15,-0.04359626770019531
16,-0.023895740509033203
17,-0.009484291076660156
18,-0.019516944885253906
19,-0.01479482650756836
20,-0.005095958709716797
21,-0.060015201568603516
22,-0.0073490142822265625
23,-0.008586645126342773
24,-0.029083251953125
25,0.0009963512420654297
26,-0.020908832550048828
27,-0.004650115966796875
28,-0.03981304168701172
29,0.005326271057128906
30,-0.0032739639282226562
31,-0.019720792770385742
32,-0.007995128631591797
33,-0.0037338733673095703
34,0.008882522583007812
35,-0.005488157272338867
36,-0.022834062576293945
37,-0.025579452514648438
38,-0.0200350284576416
39,-0.04506540298461914
40,-0.005838155746459961
41,-0.010008573532104492
42,-0.005458354949951172
43,-0.03292965888977051
44,-0.024103641510009766
45,-0.006721019744873047
46,-0.011178255081176758
47,0.004778146743774414
48,-0.057175397872924805
49,-0.03068995475769043
50,-0.02713942527770996
51,-0.039989471435546875
52,-0.030466318130493164
53,-0.024204492568969727
54,-0.023757457733154297
55,-0.013759851455688477
56,-0.02080702781677246
57,-0.03111863136291504
58,0.0018219947814941406
59,-0.007345438003540039
60,-0.0395960807800293
61,-0.0010797977447509766
62,-0.015768766403198242
63,-0.02574777603149414
64,-0.03164815902709961
65,-0.03585338592529297
66,-0.017711162567138672
67,-0.004019737243652344
68,-0.01881885528564453
69,-0.04620957374572754
70,-0.019687414169311523
71,0.014482736587524414
72,0.001977682113647461
73,-0.030439138412475586
74,-0.028635025024414062
75,-0.01906609535217285
76,0.0011453628540039062
77,-0.0394129753112793
78,-0.014985322952270508
79,-0.06827878952026367
80,-0.0311892032623291
81,-0.02481555938720703
82,-0.014931440353393555
83,0.013917207717895508
84,-0.02049112319946289
85,-0.023015975952148438
86,-0.025212764739990234
87,-0.03389382362365723
88,-0.024241924285888672
89,-0.0011768341064453125
90,-0.03152775764465332
91,0.008124589920043945
92,-0.002743959426879883
93,-0.037390708923339844
94,-0.003351449966430664
95,0.004349708557128906
96,-0.02334761619567871
97,-0.008110284805297852
98,-0.01744556427001953
99,-0.03759765625
100,-0.019922733306884766
