sample_idx,marginal_diff
1,-0.20516753196716309
2,-0.16798090934753418
3,-0.026674747467041016
4,-0.31929659843444824
5,-0.05909895896911621
6,0.026215076446533203
7,-0.18737125396728516
8,-0.18499231338500977
9,-0.4571397304534912
10,-0.08008217811584473
11,-0.21198725700378418
12,-0.050286054611206055
13,-0.009536027908325195
14,-0.32036805152893066
15,-0.22815847396850586
16,-0.045183420181274414
17,-0.00789952278137207
18,-0.12493777275085449
19,0.0011227130889892578
20,-0.24193286895751953
21,-0.02213907241821289
22,-0.018938541412353516
23,-0.026926279067993164
24,-0.028145313262939453
25,-0.13456058502197266
26,-0.04392695426940918
27,-0.09400105476379395
28,-0.0072956085205078125
29,-0.1117396354675293
30,-0.2333972454071045
31,-0.10524845123291016
32,-0.2195589542388916
33,-0.11222267150878906
34,0.007680654525756836
35,-0.04029965400695801
36,-0.4457662105560303
37,-0.12440705299377441
38,-0.08031916618347168
39,-0.04491448402404785
40,-0.14853191375732422
41,-0.2599179744720459
42,-0.06578302383422852
43,-0.2274177074432373
44,-0.3423013687133789
45,-0.12792348861694336
46,-0.005840778350830078
47,-0.018459320068359375
48,-0.26649975776672363
49,-0.2936561107635498
50,-0.3047463893890381
51,-0.252683162689209
52,-0.17967581748962402
53,-0.12225174903869629
54,-0.3973240852355957
55,-0.09923267364501953
56,-0.007507801055908203
57,-0.005430936813354492
58,-0.12224054336547852
59,-0.020013093948364258
60,-0.11595749855041504
61,-0.08935070037841797
62,-0.2514684200286865
63,-0.4715752601623535
64,-0.01714015007019043
65,-0.05021476745605469
66,-0.0007605552673339844
67,-0.249678373336792
68,-0.06714320182800293
69,-0.10598921775817871
70,-0.18348145484924316
71,-0.025423765182495117
72,-0.285200834274292
73,-0.26008176803588867
74,-0.12668132781982422
75,-0.14133071899414062
76,-0.11193561553955078
77,-0.020006179809570312
78,-0.04260993003845215
79,-0.24886727333068848
80,-0.01584625244140625
81,-0.2810389995574951
82,-0.29013633728027344
83,-0.10114574432373047
84,-0.3488962650299072
85,-0.05364084243774414
86,-0.027809858322143555
87,-0.12889623641967773
88,-0.3600623607635498
89,-0.05442619323730469
90,-0.15163493156433105
91,-0.3254392147064209
92,-0.05109214782714844
93,-0.40700674057006836
94,-0.21529722213745117
95,-0.0021865367889404297
96,-0.1903848648071289
97,-0.01807856559753418
98,-0.19167590141296387
99,-0.2857973575592041
100,-0.1756587028503418
