name,time
MNU,38.26012618541718
Cha,134.8388656059901
Multi,131.9203412055969
Net,132.82790015538532
SIM,38.03969841003418
SIMc,36.5223537961642
SIMG,36.97580726544062
SIMln,37.55461597045262
Tuebingen,302.7304782430331
AN,37.185281777381896
ANs,38.0477322657903
LS,37.245542411009474
LSs,36.54040032227834
